配置,模型,指标,均值
关闭上述三个组件,不使用 GP,构造路径平均 gap（%）,4.8225993106563
关闭上述三个组件,不使用 GP,2-opt 后路径平均 gap（%）,1.4261838933579059
关闭上述三个组件,不使用 GP,构造路径最优 gap（%）,3.3810046747641183
关闭上述三个组件,不使用 GP,2-opt 后本轮最优 gap（%）,1.034348322438316
关闭上述三个组件,不使用 GP,构造路径较优七条平均 gap（%）,3.831214662901615
关闭上述三个组件,不使用 GP,2-opt 后较优七条平均 gap（%）,1.1609967576318319
关闭上述三个组件,不使用 GP,同轮同来源内更新树输出的标准差,0.0
关闭上述三个组件,不使用 GP,更新树输出饱和比例,0.0
关闭上述三个组件,不使用 GP,2-opt 平均改进（百分点）,3.396414251884842
关闭上述三个组件,不使用 GP,同一路径经 2-opt 后的边保留率,0.9655345821093749
关闭上述三个组件,不使用 GP,每百轮改进全局最优的次数,0.62475
关闭上述三个组件,不使用 GP,信息素下界触发比例,0.0
关闭上述三个组件,不使用 GP,每百轮重启次数,0.0
关闭上述三个组件,不使用 GP,每轮硬上界裁剪次数,0.0
关闭上述三个组件,第一个 GP 表达式,实际强化路径的平均 gap（%）,0.6969731728922312
关闭上述三个组件,第一个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,0.0
关闭上述三个组件,第一个 GP 表达式,强化路径年龄（轮）,0.0
关闭上述三个组件,第一个 GP 表达式,用于历史来源的预算比例,0.0
关闭上述三个组件,第一个 GP 表达式,构造路径平均 gap（%）,1.3864768096026439
关闭上述三个组件,第一个 GP 表达式,2-opt 后路径平均 gap（%）,0.7635946374199386
关闭上述三个组件,第一个 GP 表达式,构造路径最优 gap（%）,1.0342896299063251
关闭上述三个组件,第一个 GP 表达式,2-opt 后本轮最优 gap（%）,0.6969731728922312
关闭上述三个组件,第一个 GP 表达式,构造路径较优七条平均 gap（%）,1.0997711073966818
关闭上述三个组件,第一个 GP 表达式,2-opt 后较优七条平均 gap（%）,0.7132202146588897
关闭上述三个组件,第一个 GP 表达式,同轮同来源内更新树输出的标准差,0.017509105674271642
关闭上述三个组件,第一个 GP 表达式,更新树输出饱和比例,0.14478539750000002
关闭上述三个组件,第一个 GP 表达式,2-opt 平均改进（百分点）,0.6228803976430979
关闭上述三个组件,第一个 GP 表达式,同一路径经 2-opt 后的边保留率,0.99477677546875
关闭上述三个组件,第一个 GP 表达式,每百轮改进全局最优的次数,0.596125
关闭上述三个组件,第一个 GP 表达式,信息素下界触发比例,0.0
关闭上述三个组件,第一个 GP 表达式,每百轮重启次数,0.0
关闭上述三个组件,第一个 GP 表达式,每轮硬上界裁剪次数,0.0
关闭上述三个组件,第二个 GP 表达式,实际强化路径的平均 gap（%）,0.7221660984000194
关闭上述三个组件,第二个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,0.0
关闭上述三个组件,第二个 GP 表达式,强化路径年龄（轮）,0.0
关闭上述三个组件,第二个 GP 表达式,用于历史来源的预算比例,0.0
关闭上述三个组件,第二个 GP 表达式,构造路径平均 gap（%）,1.2592696752795738
关闭上述三个组件,第二个 GP 表达式,2-opt 后路径平均 gap（%）,0.7758214267881055
关闭上述三个组件,第二个 GP 表达式,构造路径最优 gap（%）,0.9541619636191694
关闭上述三个组件,第二个 GP 表达式,2-opt 后本轮最优 gap（%）,0.7221660984000194
关闭上述三个组件,第二个 GP 表达式,构造路径较优七条平均 gap（%）,1.0048673824156311
关闭上述三个组件,第二个 GP 表达式,2-opt 后较优七条平均 gap（%）,0.7339909364656673
关闭上述三个组件,第二个 GP 表达式,同轮同来源内更新树输出的标准差,0.017152029722664594
关闭上述三个组件,第二个 GP 表达式,更新树输出饱和比例,0.9698383075
关闭上述三个组件,第二个 GP 表达式,2-opt 平均改进（百分点）,0.4834488704149811
关闭上述三个组件,第二个 GP 表达式,同一路径经 2-opt 后的边保留率,0.9960309574999999
关闭上述三个组件,第二个 GP 表达式,每百轮改进全局最优的次数,0.558875
关闭上述三个组件,第二个 GP 表达式,信息素下界触发比例,0.0
关闭上述三个组件,第二个 GP 表达式,每百轮重启次数,0.0
关闭上述三个组件,第二个 GP 表达式,每轮硬上界裁剪次数,0.0
关闭上述三个组件,第三个 GP 表达式,实际强化路径的平均 gap（%）,0.7078223430137404
关闭上述三个组件,第三个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,0.0
关闭上述三个组件,第三个 GP 表达式,强化路径年龄（轮）,0.0
关闭上述三个组件,第三个 GP 表达式,用于历史来源的预算比例,0.0
关闭上述三个组件,第三个 GP 表达式,构造路径平均 gap（%）,1.468345559864218
关闭上述三个组件,第三个 GP 表达式,2-opt 后路径平均 gap（%）,0.782974812738901
关闭上述三个组件,第三个 GP 表达式,构造路径最优 gap（%）,1.0764027108096674
关闭上述三个组件,第三个 GP 表达式,2-opt 后本轮最优 gap（%）,0.7078223430137404
关闭上述三个组件,第三个 GP 表达式,构造路径较优七条平均 gap（%）,1.152572069261317
关闭上述三个组件,第三个 GP 表达式,2-opt 后较优七条平均 gap（%）,0.7262538152503409
关闭上述三个组件,第三个 GP 表达式,同轮同来源内更新树输出的标准差,0.021581408316226135
关闭上述三个组件,第三个 GP 表达式,更新树输出饱和比例,0.0024941025000000004
关闭上述三个组件,第三个 GP 表达式,2-opt 平均改进（百分点）,0.6853699591117233
关闭上述三个组件,第三个 GP 表达式,同一路径经 2-opt 后的边保留率,0.9942116478906248
关闭上述三个组件,第三个 GP 表达式,每百轮改进全局最优的次数,0.5825
关闭上述三个组件,第三个 GP 表达式,信息素下界触发比例,0.0
关闭上述三个组件,第三个 GP 表达式,每百轮重启次数,0.0
关闭上述三个组件,第三个 GP 表达式,每轮硬上界裁剪次数,0.0
关闭上述三个组件,三个 GP 表达式均值,实际强化路径的平均 gap（%）,0.7089872047686637
关闭上述三个组件,三个 GP 表达式均值,强化路径优于本轮最优路径的幅度（百分点）,0.0
关闭上述三个组件,三个 GP 表达式均值,强化路径年龄（轮）,0.0
关闭上述三个组件,三个 GP 表达式均值,用于历史来源的预算比例,0.0
关闭上述三个组件,三个 GP 表达式均值,构造路径平均 gap（%）,1.3713640149154787
关闭上述三个组件,三个 GP 表达式均值,2-opt 后路径平均 gap（%）,0.7741302923156483
关闭上述三个组件,三个 GP 表达式均值,构造路径最优 gap（%）,1.021618101445054
关闭上述三个组件,三个 GP 表达式均值,2-opt 后本轮最优 gap（%）,0.7089872047686637
关闭上述三个组件,三个 GP 表达式均值,构造路径较优七条平均 gap（%）,1.0857368530245433
关闭上述三个组件,三个 GP 表达式均值,2-opt 后较优七条平均 gap（%）,0.724488322124966
关闭上述三个组件,三个 GP 表达式均值,同轮同来源内更新树输出的标准差,0.018747514571054124
关闭上述三个组件,三个 GP 表达式均值,更新树输出饱和比例,0.3723726025
关闭上述三个组件,三个 GP 表达式均值,2-opt 平均改进（百分点）,0.5972330757232673
关闭上述三个组件,三个 GP 表达式均值,同一路径经 2-opt 后的边保留率,0.9950064602864582
关闭上述三个组件,三个 GP 表达式均值,每百轮改进全局最优的次数,0.5791666666666666
关闭上述三个组件,三个 GP 表达式均值,信息素下界触发比例,0.0
关闭上述三个组件,三个 GP 表达式均值,每百轮重启次数,0.0
关闭上述三个组件,三个 GP 表达式均值,每轮硬上界裁剪次数,0.0
完整 AS,不使用 GP,实际强化路径的平均 gap（%）,7.689772915787361
完整 AS,不使用 GP,强化路径优于本轮最优路径的幅度（百分点）,-2.2911439236892255
完整 AS,不使用 GP,强化路径年龄（轮）,0.0
完整 AS,不使用 GP,用于历史来源的预算比例,0.0
完整 AS,不使用 GP,构造路径平均 gap（%）,30.57346059228864
完整 AS,不使用 GP,2-opt 后路径平均 gap（%）,7.70199478357238
完整 AS,不使用 GP,构造路径最优 gap（%）,23.463748265172658
完整 AS,不使用 GP,2-opt 后本轮最优 gap（%）,5.398628992098135
完整 AS,不使用 GP,构造路径较优七条平均 gap（%）,25.947492030103156
完整 AS,不使用 GP,2-opt 后较优七条平均 gap（%）,6.206737573207154
完整 AS,不使用 GP,同轮同来源内更新树输出的标准差,0.0
完整 AS,不使用 GP,更新树输出饱和比例,0.0
完整 AS,不使用 GP,2-opt 平均改进（百分点）,22.87146581943334
完整 AS,不使用 GP,同一路径经 2-opt 后的边保留率,0.7564254266406251
完整 AS,不使用 GP,每百轮改进全局最优的次数,0.20075
完整 AS,不使用 GP,信息素下界触发比例,0.0
完整 AS,不使用 GP,每百轮重启次数,0.0
完整 AS,不使用 GP,每轮硬上界裁剪次数,0.0
完整 AS,第一个 GP 表达式,实际强化路径的平均 gap（%）,4.2352390879569475
完整 AS,第一个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,-1.601016655443872
完整 AS,第一个 GP 表达式,强化路径年龄（轮）,0.0
完整 AS,第一个 GP 表达式,用于历史来源的预算比例,0.0
完整 AS,第一个 GP 表达式,构造路径平均 gap（%）,14.595994273292973
完整 AS,第一个 GP 表达式,2-opt 后路径平均 gap（%）,4.2432464809247605
完整 AS,第一个 GP 表达式,构造路径最优 gap（%）,8.216828168224248
完整 AS,第一个 GP 表达式,2-opt 后本轮最优 gap（%）,2.6342224325130745
完整 AS,第一个 GP 表达式,构造路径较优七条平均 gap（%）,10.30664888881935
完整 AS,第一个 GP 表达式,2-opt 后较优七条平均 gap（%）,3.123373513344317
完整 AS,第一个 GP 表达式,同轮同来源内更新树输出的标准差,0.5344748888390298
完整 AS,第一个 GP 表达式,更新树输出饱和比例,0.96804399859375
完整 AS,第一个 GP 表达式,2-opt 平均改进（百分点）,10.352747837277235
完整 AS,第一个 GP 表达式,同一路径经 2-opt 后的边保留率,0.9036331280468751
完整 AS,第一个 GP 表达式,每百轮改进全局最优的次数,0.34375
完整 AS,第一个 GP 表达式,信息素下界触发比例,0.0
完整 AS,第一个 GP 表达式,每百轮重启次数,0.0
完整 AS,第一个 GP 表达式,每轮硬上界裁剪次数,0.0
完整 AS,第二个 GP 表达式,实际强化路径的平均 gap（%）,4.600552578034423
完整 AS,第二个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,-1.7088849874042138
完整 AS,第二个 GP 表达式,强化路径年龄（轮）,0.0
完整 AS,第二个 GP 表达式,用于历史来源的预算比例,0.0
完整 AS,第二个 GP 表达式,构造路径平均 gap（%）,16.32159521273186
完整 AS,第二个 GP 表达式,2-opt 后路径平均 gap（%）,4.608831872501288
完整 AS,第二个 GP 表达式,构造路径最优 gap（%）,10.137585633457915
完整 AS,第二个 GP 表达式,2-opt 后本轮最优 gap（%）,2.89166759063021
完整 AS,第二个 GP 表达式,构造路径较优七条平均 gap（%）,12.177803959991815
完整 AS,第二个 GP 表达式,2-opt 后较优七条平均 gap（%）,3.445701244577739
完整 AS,第二个 GP 表达式,同轮同来源内更新树输出的标准差,0.6231195966940383
完整 AS,第二个 GP 表达式,更新树输出饱和比例,0.99560668296875
完整 AS,第二个 GP 表达式,2-opt 平均改进（百分点）,11.712763368777857
完整 AS,第二个 GP 表达式,同一路径经 2-opt 后的边保留率,0.883046123515625
完整 AS,第二个 GP 表达式,每百轮改进全局最优的次数,0.3255
完整 AS,第二个 GP 表达式,信息素下界触发比例,0.0
完整 AS,第二个 GP 表达式,每百轮重启次数,0.0
完整 AS,第二个 GP 表达式,每轮硬上界裁剪次数,0.0
完整 AS,第三个 GP 表达式,实际强化路径的平均 gap（%）,4.276780537715493
完整 AS,第三个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,-1.6515433702457665
完整 AS,第三个 GP 表达式,强化路径年龄（轮）,0.0
完整 AS,第三个 GP 表达式,用于历史来源的预算比例,0.0
完整 AS,第三个 GP 表达式,构造路径平均 gap（%）,15.411722346707352
完整 AS,第三个 GP 表达式,2-opt 后路径平均 gap（%）,4.284966164788713
完整 AS,第三个 GP 表达式,构造路径最优 gap（%）,8.951985822385202
完整 AS,第三个 GP 表达式,2-opt 后本轮最优 gap（%）,2.6252371674697264
完整 AS,第三个 GP 表达式,构造路径较优七条平均 gap（%）,11.058132725139203
完整 AS,第三个 GP 表达式,2-opt 后较优七条平均 gap（%）,3.1396476602724466
完整 AS,第三个 GP 表达式,同轮同来源内更新树输出的标准差,0.5826640483783581
完整 AS,第三个 GP 表达式,更新树输出饱和比例,0.9669144802343751
完整 AS,第三个 GP 表达式,2-opt 平均改进（百分点）,11.12675618744052
完整 AS,第三个 GP 表达式,同一路径经 2-opt 后的边保留率,0.8947296225
完整 AS,第三个 GP 表达式,每百轮改进全局最优的次数,0.35175
完整 AS,第三个 GP 表达式,信息素下界触发比例,0.0
完整 AS,第三个 GP 表达式,每百轮重启次数,0.0
完整 AS,第三个 GP 表达式,每轮硬上界裁剪次数,0.0
完整 AS,三个 GP 表达式均值,实际强化路径的平均 gap（%）,4.3708574012356225
完整 AS,三个 GP 表达式均值,强化路径优于本轮最优路径的幅度（百分点）,-1.6538150043646174
完整 AS,三个 GP 表达式均值,强化路径年龄（轮）,0.0
完整 AS,三个 GP 表达式均值,用于历史来源的预算比例,0.0
完整 AS,三个 GP 表达式均值,构造路径平均 gap（%）,15.443103944244063
完整 AS,三个 GP 表达式均值,2-opt 后路径平均 gap（%）,4.37901483940492
完整 AS,三个 GP 表达式均值,构造路径最优 gap（%）,9.102133208022455
完整 AS,三个 GP 表达式均值,2-opt 后本轮最优 gap（%）,2.717042396871004
完整 AS,三个 GP 表达式均值,构造路径较优七条平均 gap（%）,11.180861857983455
完整 AS,三个 GP 表达式均值,2-opt 后较优七条平均 gap（%）,3.2362408060648344
完整 AS,三个 GP 表达式均值,同轮同来源内更新树输出的标准差,0.5800861779704755
完整 AS,三个 GP 表达式均值,更新树输出饱和比例,0.9768550539322917
完整 AS,三个 GP 表达式均值,2-opt 平均改进（百分点）,11.0640891311652
完整 AS,三个 GP 表达式均值,同一路径经 2-opt 后的边保留率,0.8938029580208333
完整 AS,三个 GP 表达式均值,每百轮改进全局最优的次数,0.3403333333333333
完整 AS,三个 GP 表达式均值,信息素下界触发比例,0.0
完整 AS,三个 GP 表达式均值,每百轮重启次数,0.0
完整 AS,三个 GP 表达式均值,每轮硬上界裁剪次数,0.0
完整 MMAS,不使用 GP,强化来源与本轮最优路径的边重合率,0.97219657960199
完整 MMAS,不使用 GP,强化来源与历史全局最优路径的边重合率,0.9365234452736317
完整 MMAS,不使用 GP,与本轮最优路径完全相同的来源预算比例,0.8211753731343283
完整 MMAS,不使用 GP,与历史全局最优路径完全相同的来源预算比例,0.5791044776119403
完整 MMAS,不使用 GP,2-opt 后不同路径数量,21.468501243781095
完整 MMAS,不使用 GP,构造路径之间的边不一致率,0.0707523783551998
完整 MMAS,不使用 GP,2-opt 后路径之间的边不一致率,0.07851790743861337
完整 MMAS,不使用 GP,2-opt 后边频率的有效边数,547.1173660191013
完整 MMAS,不使用 GP,同来源同预算下 GP 沉积相对变化量,1.6336483876298065e-08
完整 MMAS,不使用 GP,总沉积的有效边数,500.0
完整 MMAS,不使用 GP,关闭构造树后的选择概率差,2.3563589412297992e-08
完整 MMAS,不使用 GP,关闭构造树后最大概率城市改变比例,0.0
完整 MMAS,不使用 GP,按可行城市数归一化的选择熵,0.07697828817787215
完整 MMAS,不使用 GP,候选耗尽后贪心回退比例,0.0030161691542288558
完整 MMAS,不使用 GP,同一来源内残差乘数的标准差,0.0
完整 MMAS,不使用 GP,历史来源且不同于本轮最优路径的预算比例,0.17882462686567163
完整 MMAS,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,0.9814074626865672
完整 MMAS,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9486337064676618
完整 MMAS,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.8544154228855722
完整 MMAS,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.6066231343283582
完整 MMAS,第一个 GP 表达式,2-opt 后不同路径数量,20.426243781094527
完整 MMAS,第一个 GP 表达式,构造路径之间的边不一致率,0.04897732243520302
完整 MMAS,第一个 GP 表达式,2-opt 后路径之间的边不一致率,0.059707874689054724
完整 MMAS,第一个 GP 表达式,2-opt 后边频率的有效边数,534.405975659508
完整 MMAS,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.020642992853049373
完整 MMAS,第一个 GP 表达式,总沉积的有效边数,497.4191890060283
完整 MMAS,第一个 GP 表达式,关闭构造树后的选择概率差,2.367215526215744e-08
完整 MMAS,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
完整 MMAS,第一个 GP 表达式,按可行城市数归一化的选择熵,0.06676362269206594
完整 MMAS,第一个 GP 表达式,候选耗尽后贪心回退比例,0.0020638992537313433
完整 MMAS,第一个 GP 表达式,同一来源内残差乘数的标准差,0.044839924391979834
完整 MMAS,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.14558457711442785
完整 MMAS,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,0.985497947761194
完整 MMAS,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9522550373134329
完整 MMAS,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.8769278606965174
完整 MMAS,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.6262437810945274
完整 MMAS,第二个 GP 表达式,2-opt 后不同路径数量,15.121548507462686
完整 MMAS,第二个 GP 表达式,构造路径之间的边不一致率,0.033677930909966305
完整 MMAS,第二个 GP 表达式,2-opt 后路径之间的边不一致率,0.04181750534123736
完整 MMAS,第二个 GP 表达式,2-opt 后边频率的有效边数,524.1528709217544
完整 MMAS,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.012733486927094601
完整 MMAS,第二个 GP 表达式,总沉积的有效边数,498.6845045960459
完整 MMAS,第二个 GP 表达式,关闭构造树后的选择概率差,0.003294796185156612
完整 MMAS,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
完整 MMAS,第二个 GP 表达式,按可行城市数归一化的选择熵,0.057381626609795934
完整 MMAS,第二个 GP 表达式,候选耗尽后贪心回退比例,0.001566386815920398
完整 MMAS,第二个 GP 表达式,同一来源内残差乘数的标准差,0.03162380588632727
完整 MMAS,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.12307213930348258
完整 MMAS,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,0.980957276119403
完整 MMAS,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9480003109452736
完整 MMAS,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.852705223880597
完整 MMAS,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.6069340796019901
完整 MMAS,第三个 GP 表达式,2-opt 后不同路径数量,20.54900497512438
完整 MMAS,第三个 GP 表达式,构造路径之间的边不一致率,0.05067925781876906
完整 MMAS,第三个 GP 表达式,2-opt 后路径之间的边不一致率,0.06137340339632483
完整 MMAS,第三个 GP 表达式,2-opt 后边频率的有效边数,535.4851535532408
完整 MMAS,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.022163318928304223
完整 MMAS,第三个 GP 表达式,总沉积的有效边数,497.6692488819012
完整 MMAS,第三个 GP 表达式,关闭构造树后的选择概率差,2.3663060703688874e-08
完整 MMAS,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
完整 MMAS,第三个 GP 表达式,按可行城市数归一化的选择熵,0.06762911223180731
完整 MMAS,第三个 GP 表达式,候选耗尽后贪心回退比例,0.0021746735074626867
完整 MMAS,第三个 GP 表达式,同一来源内残差乘数的标准差,0.045116929342013175
完整 MMAS,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.14729477611940298
完整 MMAS,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,0.9826208955223881
完整 MMAS,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,0.9496296849087894
完整 MMAS,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,0.8613495024875621
完整 MMAS,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,0.6132669983416251
完整 MMAS,三个 GP 表达式均值,2-opt 后不同路径数量,18.698932421227195
完整 MMAS,三个 GP 表达式均值,构造路径之间的边不一致率,0.044444837054646115
完整 MMAS,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,0.05429959447553897
完整 MMAS,三个 GP 表达式均值,2-opt 后边频率的有效边数,531.3480000448344
完整 MMAS,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,0.0185132662361494
完整 MMAS,三个 GP 表达式均值,总沉积的有效边数,497.92431416132507
完整 MMAS,三个 GP 表达式均值,关闭构造树后的选择概率差,0.0010982811734575261
完整 MMAS,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,0.0
完整 MMAS,三个 GP 表达式均值,按可行城市数归一化的选择熵,0.06392478717788973
完整 MMAS,三个 GP 表达式均值,候选耗尽后贪心回退比例,0.0019349865257048092
完整 MMAS,三个 GP 表达式均值,同一来源内残差乘数的标准差,0.04052688654010676
完整 MMAS,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,0.1386504975124378
仅关闭历史路径强化,不使用 GP,强化来源与本轮最优路径的边重合率,1.0
仅关闭历史路径强化,不使用 GP,强化来源与历史全局最优路径的边重合率,0.8614781094527363
仅关闭历史路径强化,不使用 GP,与本轮最优路径完全相同的来源预算比例,1.0
仅关闭历史路径强化,不使用 GP,与历史全局最优路径完全相同的来源预算比例,0.10911069651741294
仅关闭历史路径强化,不使用 GP,2-opt 后不同路径数量,27.72462686567164
仅关闭历史路径强化,不使用 GP,构造路径之间的边不一致率,0.1692961605781576
仅关闭历史路径强化,不使用 GP,2-opt 后路径之间的边不一致率,0.17037462022047023
仅关闭历史路径强化,不使用 GP,2-opt 后边频率的有效边数,606.4864269706494
仅关闭历史路径强化,不使用 GP,同来源同预算下 GP 沉积相对变化量,1.6353747748734765e-08
仅关闭历史路径强化,不使用 GP,总沉积的有效边数,500.0
仅关闭历史路径强化,不使用 GP,关闭构造树后的选择概率差,2.330797736750205e-08
仅关闭历史路径强化,不使用 GP,关闭构造树后最大概率城市改变比例,0.0
仅关闭历史路径强化,不使用 GP,按可行城市数归一化的选择熵,0.11919213164595618
仅关闭历史路径强化,不使用 GP,候选耗尽后贪心回退比例,0.007894123134328359
仅关闭历史路径强化,不使用 GP,同一来源内残差乘数的标准差,0.0
仅关闭历史路径强化,不使用 GP,历史来源且不同于本轮最优路径的预算比例,0.0
仅关闭历史路径强化,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
仅关闭历史路径强化,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9123605721393035
仅关闭历史路径强化,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
仅关闭历史路径强化,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.14073383084577115
仅关闭历史路径强化,第一个 GP 表达式,2-opt 后不同路径数量,20.861256218905474
仅关闭历史路径强化,第一个 GP 表达式,构造路径之间的边不一致率,0.051448917835219064
仅关闭历史路径强化,第一个 GP 表达式,2-opt 后路径之间的边不一致率,0.062310263074747234
仅关闭历史路径强化,第一个 GP 表达式,2-opt 后边频率的有效边数,535.8495575663187
仅关闭历史路径强化,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.022954899100656574
仅关闭历史路径强化,第一个 GP 表达式,总沉积的有效边数,497.12348933546
仅关闭历史路径强化,第一个 GP 表达式,关闭构造树后的选择概率差,2.3631350616125708e-08
仅关闭历史路径强化,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
仅关闭历史路径强化,第一个 GP 表达式,按可行城市数归一化的选择熵,0.0675222636504652
仅关闭历史路径强化,第一个 GP 表达式,候选耗尽后贪心回退比例,0.002353467039800995
仅关闭历史路径强化,第一个 GP 表达式,同一来源内残差乘数的标准差,0.04932524847454535
仅关闭历史路径强化,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
仅关闭历史路径强化,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
仅关闭历史路径强化,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9150549129353234
仅关闭历史路径强化,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
仅关闭历史路径强化,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.1664179104477612
仅关闭历史路径强化,第二个 GP 表达式,2-opt 后不同路径数量,15.17431592039801
仅关闭历史路径强化,第二个 GP 表达式,构造路径之间的边不一致率,0.03327114916847215
仅关闭历史路径强化,第二个 GP 表达式,2-opt 后路径之间的边不一致率,0.041330555137618366
仅关闭历史路径强化,第二个 GP 表达式,2-opt 后边频率的有效边数,523.7978902090491
仅关闭历史路径强化,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.012549539524528664
仅关闭历史路径强化,第二个 GP 表达式,总沉积的有效边数,498.6429930589027
仅关闭历史路径强化,第二个 GP 表达式,关闭构造树后的选择概率差,0.003260292573304756
仅关闭历史路径强化,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
仅关闭历史路径强化,第二个 GP 表达式,按可行城市数归一化的选择熵,0.05726190247948631
仅关闭历史路径强化,第二个 GP 表达式,候选耗尽后贪心回退比例,0.001566386815920398
仅关闭历史路径强化,第二个 GP 表达式,同一来源内残差乘数的标准差,0.03175481835472929
仅关闭历史路径强化,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
仅关闭历史路径强化,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
仅关闭历史路径强化,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9152301616915423
仅关闭历史路径强化,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
仅关闭历史路径强化,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.15230099502487562
仅关闭历史路径强化,第三个 GP 表达式,2-opt 后不同路径数量,21.072170398009952
仅关闭历史路径强化,第三个 GP 表达式,构造路径之间的边不一致率,0.0546822296029931
仅关闭历史路径强化,第三个 GP 表达式,2-opt 后路径之间的边不一致率,0.0654145509849944
仅关闭历史路径强化,第三个 GP 表达式,2-opt 后边频率的有效边数,537.7979472298495
仅关闭历史路径强化,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.02521019283546049
仅关闭历史路径强化,第三个 GP 表达式,总沉积的有效边数,497.29518817248504
仅关闭历史路径强化,第三个 GP 表达式,关闭构造树后的选择概率差,2.3593113142737e-08
仅关闭历史路径强化,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
仅关闭历史路径强化,第三个 GP 表达式,按可行城市数归一化的选择熵,0.06921138657720384
仅关闭历史路径强化,第三个 GP 表达式,候选耗尽后贪心回退比例,0.002326259328358209
仅关闭历史路径强化,第三个 GP 表达式,同一来源内残差乘数的标准差,0.051017720744059906
仅关闭历史路径强化,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
仅关闭历史路径强化,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,1.0
仅关闭历史路径强化,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,0.9142152155887231
仅关闭历史路径强化,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,1.0
仅关闭历史路径强化,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,0.153150912106136
仅关闭历史路径强化,三个 GP 表达式均值,2-opt 后不同路径数量,19.035914179104477
仅关闭历史路径强化,三个 GP 表达式均值,构造路径之间的边不一致率,0.04646743220222811
仅关闭历史路径强化,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,0.056351789732453327
仅关闭历史路径强化,三个 GP 表达式均值,2-opt 后边频率的有效边数,532.4817983350724
仅关闭历史路径强化,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,0.02023821048688191
