state_owner,snapshot_iteration,continuation_iterations,instance,原生来源下 GP 增益（百分点）,仅本轮最优来源下 GP 增益（百分点）,移除历史来源后 GP 增益变化（百分点）,仅构造决策树的增益（百分点）,仅信息素更新树的增益（百分点）
各 GP 表达式自身产生的状态,100,25,7,0.24544320575497183,0.0974613135292494,-0.14798189222572244,0.0394644972884686,0.20325457853857593
各 GP 表达式自身产生的状态,100,100,0,-0.015367684527715456,0.10759817465900835,0.12296585918672381,-0.021315844676853917,-0.006204822938747788
各 GP 表达式自身产生的状态,100,100,1,-0.0021903495202751306,0.13031254073875165,0.13250289025902676,-0.002877121934701737,-0.01116636398088073
各 GP 表达式自身产生的状态,100,100,2,0.0029128874386478523,0.04412312430399387,0.04121023686534602,-0.04438204763187089,0.046958334744274924
各 GP 表达式自身产生的状态,100,100,3,-0.021142625921102522,0.5572044579282374,0.5783470838493399,-0.01573472828878665,0.019424883065909268
各 GP 表达式自身产生的状态,100,100,4,-0.0847054320729537,-0.019371799479405025,0.06533363259354867,-0.038391169235059884,-0.04224554057944049
各 GP 表达式自身产生的状态,100,100,5,-0.006558469175225549,0.4964247621437323,0.5029832313189578,-0.009335266743934787,-0.010725625620692606
各 GP 表达式自身产生的状态,100,100,6,-0.0022033517686419974,0.051443815225381426,0.05364716699402342,-0.002328958520303459,0.02949272696971909
各 GP 表达式自身产生的状态,100,100,7,0.19230787409979153,0.44258296831928157,0.25027509421949,-0.008069446753918482,0.19632265226471446
各 GP 表达式自身产生的状态,100,500,0,0.01816800425763611,0.05887058798602259,0.040702583728386484,0.00396176995924375,0.037363999959905136
各 GP 表达式自身产生的状态,100,500,1,-0.041937848628176906,0.15336902139386271,0.1953068700220396,-0.03701327301496674,-0.033654800837511364
各 GP 表达式自身产生的状态,100,500,2,0.03367584143579973,0.02384375258130462,-0.00983208885449511,0.03640967140953065,0.04828094889965692
各 GP 表达式自身产生的状态,100,500,3,0.002846497386705455,0.7548189601699661,0.7519724627832606,-0.014792735726364291,0.0002729191009088873
各 GP 表达式自身产生的状态,100,500,4,-0.018251572472288084,-0.04405632070074223,-0.025804748228454147,-0.032901062318867344,0.014649489846581728
各 GP 表达式自身产生的状态,100,500,5,-0.07264863859291666,0.574983360399919,0.6476319989928357,-0.02210484118749307,-0.05080328966508131
各 GP 表达式自身产生的状态,100,500,6,-0.028401975865194946,0.016462042316139285,0.04486401818133423,-0.017643734768811745,-0.006301241822244859
各 GP 表达式自身产生的状态,100,500,7,-0.11066348268350525,1.0016108874769891,1.1122743701604945,-0.004625865640904713,-0.106037617042603
各 GP 表达式自身产生的状态,250,1,0,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,250,1,1,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,250,1,2,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,250,1,3,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,250,1,4,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,250,1,5,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,250,1,6,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,250,1,7,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,250,25,0,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,250,25,1,0.0009746108528243783,0.0,-0.0009746108528243783,0.0,0.0009746108528243783
各 GP 表达式自身产生的状态,250,25,2,0.004435356606581465,0.0009852032625835684,-0.003450153343997897,0.0009864978792221517,0.0
各 GP 表达式自身产生的状态,250,25,3,-0.0029363343395600377,-0.0029363343395600377,0.0,-0.0029363343395600377,0.0
各 GP 表达式自身产生的状态,250,25,4,0.0010888500420167288,0.0010888500420167288,0.0,0.0010888500420167288,0.0
各 GP 表达式自身产生的状态,250,25,5,0.0009617520049736643,0.0009617520049736643,0.0,0.0009617520049736643,0.0
各 GP 表达式自身产生的状态,250,25,6,-0.001915502962764511,-0.001915502962764511,0.0,-0.001915502962764511,0.0
各 GP 表达式自身产生的状态,250,25,7,0.002316218172072738,-0.004266988588101188,-0.006583206760173926,0.002316218172072738,0.0
各 GP 表达式自身产生的状态,250,100,0,0.0,-0.013556928547036544,-0.013556928547036544,0.0,0.0
各 GP 表达式自身产生的状态,250,100,1,-0.005947398610957795,-0.005947398610957795,0.0,-0.005947398610957795,0.0
各 GP 表达式自身产生的状态,250,100,2,0.004598478303146574,0.0011457357258665762,-0.003452742577279998,0.01862306035775369,0.0
各 GP 表达式自身产生的状态,250,100,3,0.009961380545695262,-0.01364771528682418,-0.023609095832519442,0.011109938036711774,0.001148557491016512
各 GP 表达式自身产生的状态,250,100,4,0.0005391648758740825,-0.011505252436718984,-0.012044417312593068,0.0011177808402306076,-0.0005786159643565251
各 GP 表达式自身产生的状态,250,100,5,-0.0048610291555784,-0.007535901919412484,-0.0026748727638340832,-0.0048610291555784,0.0
各 GP 表达式自身产生的状态,250,100,6,-0.0038323143291909803,-0.0038323143291909803,0.0,-0.0038323143291909803,0.0
各 GP 表达式自身产生的状态,250,100,7,0.0013897309032401889,-0.02562252013459511,-0.027012251037835295,0.002251878778400693,0.0050313405848860055
各 GP 表达式自身产生的状态,250,500,0,0.01906866785159611,-0.005262430643614301,-0.02433109849521041,0.039812151420780414,0.034783247069292145
各 GP 表达式自身产生的状态,250,500,1,0.003880352442594178,0.020503219466454996,0.01662286702386082,-0.0044558522963342485,0.06255170024823059
各 GP 表达式自身产生的状态,250,500,2,0.026398927283885796,0.005641997296966671,-0.020756929986919123,0.061838885613164765,0.0007500747440985438
各 GP 表达式自身产生的状态,250,500,3,0.0007529327308939157,-0.02205609941209947,-0.022809032142993384,0.0007529327308939157,0.0
各 GP 表达式自身产生的状态,250,500,4,0.003876566135575644,-0.026425861406067754,-0.0303024275416434,-0.016922462186536653,0.0
各 GP 表达式自身产生的状态,250,500,5,0.0039339367112164085,0.011774867511140898,0.00784093079992449,-0.0031682239332130203,0.022038450397412725
各 GP 表达式自身产生的状态,250,500,6,-0.04440924863969483,0.022242816341456875,0.0666520649811517,-0.004972778961483589,-0.04831841314549834
各 GP 表达式自身产生的状态,250,500,7,-0.014869862935166603,-0.010606203033974242,0.0042636599011923616,-0.01411197542897153,-0.0007578875061950738
各 GP 表达式自身产生的状态,500,1,0,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,1,1,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,1,2,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,1,3,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,1,4,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,1,5,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,1,6,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,1,7,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,25,0,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,25,1,0.0,-0.0015048395551393095,-0.0015048395551393095,0.0,0.0
各 GP 表达式自身产生的状态,500,25,2,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,25,3,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,25,4,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,25,5,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,25,6,0.010039381306890959,0.010039381306890959,0.0,0.010039381306890959,0.0
各 GP 表达式自身产生的状态,500,25,7,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,100,0,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,100,1,0.0,-0.001506102004430095,-0.001506102004430095,0.0,0.0
各 GP 表达式自身产生的状态,500,100,2,0.04225887634325717,0.02774363458231615,-0.014515241760941025,0.04225887634325717,0.0
各 GP 表达式自身产生的状态,500,100,3,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,100,4,-0.00456054582815588,-0.00456054582815588,0.0,-0.00456054582815588,0.0
各 GP 表达式自身产生的状态,500,100,5,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,100,6,0.005582958430405682,0.005582958430405682,0.0,0.005582958430405682,0.0
各 GP 表达式自身产生的状态,500,100,7,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,500,500,0,-0.031757965239657494,0.008293800127516052,0.04005176536717355,-0.01982708892139436,-0.007376787914470384
各 GP 表达式自身产生的状态,500,500,1,0.001663807339924439,0.0588531367695877,0.05718932942966326,0.026920427220211707,0.03841694240858365
各 GP 表达式自身产生的状态,500,500,2,-0.05102249981673671,0.009814882719417896,0.06083738253615461,0.009408743185100753,-0.040171921531895194
各 GP 表达式自身产生的状态,500,500,3,0.03829144943943893,0.0019483898398231503,-0.03634305959961578,0.01450435198543993,0.03829144943943893
各 GP 表达式自身产生的状态,500,500,4,0.05602806744366726,0.017192819538065014,-0.03883524790560225,0.015127783661397467,0.028140921520229217
各 GP 表达式自身产生的状态,500,500,5,0.02209962460097476,0.049813190303847774,0.027713565702873016,0.02496958188032108,0.023353674483243363
各 GP 表达式自身产生的状态,500,500,6,-0.03644625960582558,0.09755963941614364,0.13400589902196922,-0.006817814992267203,-0.05780569035387373
各 GP 表达式自身产生的状态,500,500,7,0.008777522910244053,-0.016732946699470216,-0.025510469609714273,0.03901263838184615,0.008777522910244053
各 GP 表达式自身产生的状态,1000,1,0,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,1,1,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,1,2,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,1,3,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,1,4,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,1,5,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,1,6,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,1,7,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,25,0,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,25,1,0.0024605136685969717,0.0024605136685969717,0.0,0.0024605136685969717,0.0
各 GP 表达式自身产生的状态,1000,25,2,-0.006620669493886646,0.0,0.006620669493886646,-0.005403729852851116,0.0
各 GP 表达式自身产生的状态,1000,25,3,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,25,4,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,25,5,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,25,6,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,25,7,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,100,0,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,100,1,0.023285877176630148,0.00019441719085004175,-0.023091459985780105,0.024920749008767236,-0.0016348718321370884
各 GP 表达式自身产生的状态,1000,100,2,-0.0007935999999523583,-0.0007935999999523583,0.0,0.0,-0.0013994805871892562
各 GP 表达式自身产生的状态,1000,100,3,0.0,-2.546690668224648e-06,-2.546690668224648e-06,0.0,0.0
各 GP 表达式自身产生的状态,1000,100,4,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,100,5,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,1000,100,6,-0.001915502962762044,-0.001915502962762044,0.0,-0.001915502962762044,0.0
各 GP 表达式自身产生的状态,1000,100,7,0.00555248967360416,-0.010936410135791656,-0.016488899809395816,-0.004019925316415633,0.014020840668268105
各 GP 表达式自身产生的状态,1000,500,0,-0.025961752970927857,0.0,0.025961752970927857,-0.0008260310671914795,-0.01817387128039262
各 GP 表达式自身产生的状态,1000,500,1,0.004068352292326456,0.03411688256721569,0.030048530274889233,0.0014479038794195593,0.0026204484129068975
各 GP 表达式自身产生的状态,1000,500,2,-0.0018387716973735893,-0.024344994913241515,-0.022506223215867927,0.0,0.010021517623893928
各 GP 表达式自身产生的状态,1000,500,3,-0.004542852958808494,-0.0074989597443650725,-0.002956106785556578,-0.0074989597443650725,0.009711498148202836
各 GP 表达式自身产生的状态,1000,500,4,0.0,0.012191149579068552,0.012191149579068552,0.0,0.0
各 GP 表达式自身产生的状态,1000,500,5,-0.017993724869801317,0.00012145591321566229,0.01811518078301698,-0.021755590872230002,-0.01851453491001662
各 GP 表达式自身产生的状态,1000,500,6,0.018590231269952382,-0.002712705815922768,-0.021302937085875148,0.010296238357771555,0.0
各 GP 表达式自身产生的状态,1000,500,7,0.024622427697940097,-0.013445052247676139,-0.03806747994561624,0.019176950058362605,0.019380313278041485
各 GP 表达式自身产生的状态,2500,1,0,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,1,1,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,1,2,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,1,3,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,1,4,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,1,5,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,1,6,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,1,7,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,25,0,-0.004437699632303054,-0.0023407646412139846,0.0020969349910890697,-0.004437699632303054,0.0
各 GP 表达式自身产生的状态,2500,25,1,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,25,2,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,25,3,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,25,4,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,25,5,-0.007720150605148055,0.006727037121750317,0.014447187726898372,0.0,-0.007720150605148055
各 GP 表达式自身产生的状态,2500,25,6,0.00016224205422342585,0.00016224205422342585,0.0,0.00016224205422342585,0.0
各 GP 表达式自身产生的状态,2500,25,7,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,100,0,-0.017814964226617016,-7.571552293287691e-05,0.017739248703684138,-0.017814964226617016,0.0
各 GP 表达式自身产生的状态,2500,100,1,-0.0009746108528268454,-0.0009746108528268454,0.0,-0.0009746108528268454,0.0
各 GP 表达式自身产生的状态,2500,100,2,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,100,3,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,100,4,-0.004540820283915892,0.0,0.004540820283915892,-0.004540820283915892,-0.004540820283915892
各 GP 表达式自身产生的状态,2500,100,5,-0.000278333121005324,-0.000278333121005324,0.0,-0.000278333121005324,0.0
各 GP 表达式自身产生的状态,2500,100,6,-0.007846496767552027,0.00016224205422342585,0.008008738821775453,0.00016224205422342585,-0.008008738821775453
各 GP 表达式自身产生的状态,2500,100,7,0.0,0.0,0.0,0.0,0.0
各 GP 表达式自身产生的状态,2500,500,0,-0.002162983083099491,0.0020951048433224015,0.004258087926421893,-0.007382513479107604,-2.4671622769447922e-15
各 GP 表达式自身产生的状态,2500,500,1,0.012599603462910065,0.014993502933386478,0.0023938994704764127,0.020756385306892118,0.013574342929950016
各 GP 表达式自身产生的状态,2500,500,2,0.010020792156405377,0.0,-0.010020792156405377,0.006280256994877714,0.001403444428715872
各 GP 表达式自身产生的状态,2500,500,3,0.00619395065898735,0.0,-0.00619395065898735,0.0,0.016121997550455625
各 GP 表达式自身产生的状态,2500,500,4,-0.004540875412948096,0.0,0.004540875412948096,-0.0027288592474854984,0.0015434592970597905
各 GP 表达式自身产生的状态,2500,500,5,0.004001259028838276,-0.00027791258473285215,-0.004279171613571127,-0.0026958501883599262,0.006697109217198201
各 GP 表达式自身产生的状态,2500,500,6,-0.0271961508445489,-0.030071862154813625,-0.0028757113102647245,0.0001630054943419563,-0.027359156338890855
各 GP 表达式自身产生的状态,2500,500,7,0.000799884877452269,0.0,-0.000799884877452269,-0.004860244147167039,0.000799884877452269
