replicate,program,instance,behavior,iteration,source_kind,source_current_overlap,source_lift_0,source_lift_1,source_lift_2,source_lift_3,post_unique_tours
1,0,2,不使用 GP,2700,1,0.834,8.704193398750714,8.686037556492044,8.947472708909224,8.947472708909224,32
1,1,4,三个固定 GP 表达式的均值,2700,1,0.936,9.668932342432688,9.647890040459835,9.717871993279827,9.717871993279827,32
1,1,1,三个固定 GP 表达式的均值,2725,1,0.764,7.996141340305723,7.9961413631872285,8.386420953300426,8.386420953300426,32
1,0,7,不使用 GP,2725,1,0.99,9.83017462322814,9.808108802405554,9.846144908334354,9.846144908334354,30
1,0,1,不使用 GP,2750,1,0.814,8.199241858553165,8.182780895641827,8.544940395264947,8.544940395264947,32
1,1,1,三个固定 GP 表达式的均值,2750,1,0.91,9.346496228803119,9.327115105160036,9.461252079329817,9.461252079329817,32
1,1,4,三个固定 GP 表达式的均值,2750,1,0.992,9.85735904776489,9.835411557884132,9.868038698554786,9.868038698554786,23
1,1,7,三个固定 GP 表达式的均值,2750,1,0.952,9.713891464280584,9.69260083292368,9.753503226040793,9.753503226040793,32
1,3,1,三个固定 GP 表达式的均值,2775,1,0.97,9.783233042736843,9.76174429463536,9.808969054296321,9.808969054296321,32
1,3,2,三个固定 GP 表达式的均值,2775,2,0.908,9.433834656595893,9.41302491362758,9.529546744776626,9.529546744776626,32
1,0,1,不使用 GP,2775,1,0.838,8.488722830371534,8.471235884677634,8.775957591316592,8.775957591316592,32
1,3,3,三个固定 GP 表达式的均值,2825,1,0.754,7.9129294795170075,7.912928781408962,8.320247628972954,8.320247628972954,32
1,0,0,不使用 GP,2825,1,0.772,7.516339418081193,7.516340073238865,8.002485143905758,8.002485143905758,32
1,1,3,三个固定 GP 表达式的均值,2825,1,0.736,7.655815611993661,7.655815418827375,8.111174709532085,8.111174709532085,32
1,3,3,三个固定 GP 表达式的均值,2850,1,0.83,8.824726107748624,8.80672414661257,9.044613429032312,9.044613429032312,32
1,0,0,不使用 GP,2850,1,0.846,8.231016057581396,8.214277749712988,8.570248758707184,8.570248758707184,32
1,0,1,不使用 GP,2850,1,0.934,9.52809506892866,9.507339309683665,9.605160717907202,9.605160717907202,32
1,1,3,三个固定 GP 表达式的均值,2850,1,0.812,8.785477667887442,8.767555416540429,9.013353427304837,9.013353427304837,32
1,0,7,不使用 GP,2850,1,0.988,11.062677254735288,11.373437048823464,11.102776990057038,11.102776990057038,32
1,3,0,三个固定 GP 表达式的均值,2875,1,0.988,9.834187819559096,9.812247410079996,9.849462300262939,9.849462300262939,21
1,2,1,三个固定 GP 表达式的均值,2875,1,0.984,9.780070476582429,9.758256643304783,9.806182458833005,9.806182458833005,15
1,3,3,三个固定 GP 表达式的均值,2875,1,0.816,8.803986029714407,8.785679148479348,9.028596158841184,9.028596158841184,32
1,0,0,不使用 GP,2875,1,0.836,8.654571820433228,8.636716700102298,8.910877188041985,8.910877188041985,32
1,1,3,三个固定 GP 表达式的均值,2875,1,0.818,8.835100032413235,8.81691261789609,9.053617970076818,9.053617970076818,32
1,3,0,三个固定 GP 表达式的均值,2925,2,0.846,8.689440066189754,8.670365818429227,8.934712991164002,8.934712991164002,32
1,3,3,三个固定 GP 表达式的均值,2925,1,0.92,9.592207794034397,9.571720386698482,9.656824339132124,9.656824339132124,32
1,0,0,不使用 GP,2925,1,0.914,9.314879916104992,9.294985293506794,9.437153544729414,9.437153544729414,32
1,0,2,不使用 GP,2925,2,0.918,9.418636168807732,9.397900412697854,9.517540996457413,9.517540996457413,32
1,1,3,三个固定 GP 表达式的均值,2925,1,0.956,9.670979392270686,9.650026525217067,9.719551747971632,9.719551747971632,32
1,3,3,三个固定 GP 表达式的均值,2950,1,0.988,9.827970517929575,9.806318319772808,9.844734194658532,9.844734194658532,30
1,0,3,不使用 GP,2975,1,0.964,9.625727882962714,9.604395207592958,9.682813687765208,9.682813687765208,30
1,2,2,三个固定 GP 表达式的均值,3025,1,0.768,8.012648818771623,8.01264995336279,8.398718903691213,8.398718903691213,32
1,2,4,三个固定 GP 表达式的均值,3025,1,0.784,8.036085128883872,8.036085511454727,8.417631049833545,8.417631049833545,32
1,2,5,三个固定 GP 表达式的均值,3025,1,0.802,8.190455576957063,8.190454711709561,8.546360872525074,8.546360872525074,32
1,3,5,三个固定 GP 表达式的均值,3025,1,0.766,8.115191875842283,8.115193370359153,8.482352096414264,8.482352096414264,32
1,1,0,三个固定 GP 表达式的均值,3025,1,0.752,8.158744591108452,8.164285452380806,8.523460587401384,8.523460587401384,32
1,1,5,三个固定 GP 表达式的均值,3025,1,0.734,8.079722045880212,8.079721573571115,8.453888617162383,8.453888617162383,32
1,0,6,不使用 GP,3025,1,0.77,7.659435388170526,7.666404100364753,8.124340066482674,8.124340066482674,32
1,1,6,三个固定 GP 表达式的均值,3025,1,0.754,8.132768890327633,8.14237824612551,8.506233703289846,8.506233703289846,32
1,2,2,三个固定 GP 表达式的均值,3050,1,0.866,9.137654841333234,9.12433000989286,9.300149089585824,9.300149089585824,32
1,2,4,三个固定 GP 表达式的均值,3050,1,0.872,8.961437276975657,8.948653034687231,9.16105070772253,9.16105070772253,32
1,2,5,三个固定 GP 表达式的均值,3050,1,0.874,9.249948042833235,9.230648451355682,9.383964656112934,9.383964656112934,32
1,3,5,三个固定 GP 表达式的均值,3050,1,0.8,8.645764730126869,8.634571814282605,8.90836143482165,8.90836143482165,32
1,2,6,三个固定 GP 表达式的均值,3050,1,0.866,9.161839343893059,9.149978137733996,9.321124748428373,9.321124748428373,32
1,0,1,不使用 GP,3050,1,0.994,9.789804614421664,9.768322421978443,9.8142457912692,9.8142457912692,32
1,0,4,不使用 GP,3050,1,0.784,8.179473582920897,8.162859779599236,8.530035793870919,8.530035793870919,32
1,1,5,三个固定 GP 表达式的均值,3050,1,0.832,8.96106655858846,8.942843422015093,9.1537139754604,9.1537139754604,32
1,0,6,不使用 GP,3050,1,0.832,8.518072078741488,8.524646088696992,8.821780591458047,8.821780591458047,32
1,2,2,三个固定 GP 表达式的均值,3075,1,0.924,9.316210418301651,9.296306871724914,9.436405058282665,9.436405058282665,32
1,3,5,三个固定 GP 表达式的均值,3075,1,0.84,8.793611252662677,8.775554999024179,9.020150905183046,9.020150905183046,32
1,1,0,三个固定 GP 表达式的均值,3075,1,0.874,9.284682903649179,9.284891466740596,9.430273023169107,9.430273023169107,32
1,0,4,不使用 GP,3075,1,0.826,8.512131560652461,8.494695491160419,8.797135666668328,8.797135666668328,32
1,1,5,三个固定 GP 表达式的均值,3075,1,0.894,9.070619062717654,9.05159849413336,9.240428330735767,9.240428330735767,32
1,0,6,不使用 GP,3075,1,0.842,8.723973599559285,8.705986780863705,8.96612580975963,8.96612580975963,32
1,1,6,三个固定 GP 表达式的均值,3075,1,0.9,9.234621406670785,9.215156425225342,9.372315027003085,9.372315027003085,32
1,0,0,不使用 GP,3100,2,0.816,8.088553451715098,8.070891574026586,8.455361651188655,8.455361651188655,15
1,1,3,三个固定 GP 表达式的均值,3100,2,0.836,8.885928395825536,8.8664873057784,9.091405670522823,9.091405670522823,32
1,2,0,三个固定 GP 表达式的均值,3125,1,0.782,8.152717174894736,8.171400523578775,8.53316969906913,8.53316969906913,32
1,3,1,三个固定 GP 表达式的均值,3125,1,0.748,8.049473397804006,8.049474543347669,8.431098092844602,8.431098092844602,32
1,3,2,三个固定 GP 表达式的均值,3125,1,0.796,8.046419220131018,8.0464197233528,8.426386384979597,8.426386384979597,32
1,2,3,三个固定 GP 表达式的均值,3125,1,0.798,7.945262267848608,7.945261789565945,8.34598178803752,8.34598178803752,32
1,3,7,三个固定 GP 表达式的均值,3125,1,0.734,7.850319071502194,7.850319466433883,8.270440066501624,8.270440066501624,32
1,1,3,三个固定 GP 表达式的均值,3125,1,0.992,9.87991839914564,9.858356808323597,9.886447624806395,9.886447624806395,30
1,0,5,不使用 GP,3125,1,0.708,6.779154451122831,6.779154316037401,7.40480556445809,7.40480556445809,32
1,2,0,三个固定 GP 表达式的均值,3150,1,0.818,8.654289880714858,8.636459814877487,8.90850098368562,8.90850098368562,32
1,3,1,三个固定 GP 表达式的均值,3150,1,0.786,8.624249462668443,8.614290907880775,8.891552287711919,8.891552287711919,32
1,2,2,三个固定 GP 表达式的均值,3150,1,0.964,9.661982809184355,9.640563100603332,9.71191177114394,9.71191177114394,31
1,3,2,三个固定 GP 表达式的均值,3150,1,0.828,8.911130345751978,8.899646200154768,9.12158977876574,9.12158977876574,32
1,3,3,三个固定 GP 表达式的均值,3150,1,0.988,9.796126017615293,9.774722121141268,9.819396002743156,9.819396002743156,32
1,3,4,三个固定 GP 表达式的均值,3150,1,0.83,8.82007128743103,8.801941087744247,9.041828485568038,9.041828485568038,32
1,3,5,三个固定 GP 表达式的均值,3150,1,0.968,9.633836067767175,9.61315822300534,9.690050896816736,9.690050896816736,32
1,3,6,三个固定 GP 表达式的均值,3150,1,0.822,8.68731457002162,8.66934698090309,8.937479758712511,8.937479758712511,32
1,3,7,三个固定 GP 表达式的均值,3150,1,0.812,8.514882173583596,8.497685745008965,8.800264483865304,8.800264483865304,32
1,0,5,不使用 GP,3150,1,0.802,8.225239250098653,8.214773643978697,8.575511038094389,8.575511038094389,32
1,0,6,不使用 GP,3150,1,0.984,9.79479776072081,9.773371805475264,9.82033737647293,9.82033737647293,32
1,1,6,三个固定 GP 表达式的均值,3150,1,0.986,9.782150813588663,9.76066456825271,9.808167349744787,9.808167349744787,32
1,1,7,三个固定 GP 表达式的均值,3150,1,0.858,8.990060187767972,9.001097210375848,9.204623879497708,9.204623879497708,32
1,3,1,三个固定 GP 表达式的均值,3175,1,0.822,8.880927577761327,8.862497651938725,9.08902190841604,9.08902190841604,32
1,3,2,三个固定 GP 表达式的均值,3175,1,0.888,9.288814258662125,9.269109429533525,9.414650873665153,9.414650873665153,32
1,2,3,三个固定 GP 表达式的均值,3175,1,0.868,9.21437713934928,9.195216905913655,9.356022848909197,9.356022848909197,32
1,3,4,三个固定 GP 表达式的均值,3175,1,0.89,9.172666999543043,9.15358864886469,9.32241609134253,9.32241609134253,32
1,3,6,三个固定 GP 表达式的均值,3175,1,0.858,9.032274820410281,9.013440799389068,9.21049786789404,9.21049786789404,32
1,3,7,三个固定 GP 表达式的均值,3175,1,0.828,8.807314728065656,8.796160524071977,9.040227891435707,9.040227891435707,32
1,0,5,不使用 GP,3175,1,0.752,8.158219057060137,8.141765764625907,8.513090674564493,8.513090674564493,32
1,1,7,三个固定 GP 表达式的均值,3175,1,0.84,9.154038793796316,9.188435198377107,9.353883084002353,9.353883084002353,32
1,3,4,三个固定 GP 表达式的均值,3225,1,0.96,9.727271925012106,9.705901802722465,9.76432956925876,9.76432956925876,32
1,2,7,三个固定 GP 表达式的均值,3225,1,0.76,8.112831602999169,8.125680348852688,8.492856025982425,8.492856025982425,32
1,3,7,三个固定 GP 表达式的均值,3225,1,0.918,9.863824191933809,9.93416231126239,9.949266652651543,9.949266652651543,32
1,1,2,三个固定 GP 表达式的均值,3225,1,0.772,8.025977245105647,8.03156333764901,8.417684825822384,8.417684825822384,32
1,1,4,三个固定 GP 表达式的均值,3225,1,0.74,7.754398240205147,7.7660787089377115,8.203928841104867,8.203928841104867,32
1,0,5,不使用 GP,3225,1,0.858,8.842951184617933,8.824391572620412,9.059060090115372,9.059060090115372,32
1,0,7,不使用 GP,3225,1,0.72,7.437109918428218,7.443136640311549,7.942860253114261,7.942860253114261,32
1,1,7,三个固定 GP 表达式的均值,3225,1,0.92,9.56810317622293,9.547369429909455,9.639358530905765,9.639358530905765,32
1,3,0,三个固定 GP 表达式的均值,3250,1,0.816,8.704377844193854,8.695410740326063,8.956520709646837,8.956520709646837,32
1,3,1,三个固定 GP 表达式的均值,3250,1,0.95,9.61252009477187,9.591742494978464,9.672817457108593,9.672817457108593,32
1,3,6,三个固定 GP 表达式的均值,3250,1,0.994,9.871102182817648,9.849151917976906,9.881160786454675,9.881160786454675,29
1,2,7,三个固定 GP 表达式的均值,3250,1,0.8,8.717675477372472,8.699944624552526,8.959244598214704,8.959244598214704,32
1,3,7,三个固定 GP 表达式的均值,3250,1,0.976,9.728337539639083,9.7068253690486,9.767060974169594,9.767060974169594,32
1,1,2,三个固定 GP 表达式的均值,3250,1,0.866,8.942093140475494,8.92384040868587,9.139539664096677,9.139539664096677,32
1,1,4,三个固定 GP 表达式的均值,3250,1,0.828,8.91239584776933,8.894137230273595,9.114809184997185,9.114809184997185,32
1,0,5,不使用 GP,3250,1,0.944,9.539381526217143,9.51880920574366,9.61445203992024,9.61445203992024,32
1,0,7,不使用 GP,3250,1,0.75,8.141242014393331,8.147979422537158,8.521775217126963,8.521775217126963,32
1,1,7,三个固定 GP 表达式的均值,3250,1,0.986,10.20247793645854,10.29528906808352,10.238659192108502,10.238659192108502,32
1,3,0,三个固定 GP 表达式的均值,3275,1,0.86,9.044219585338528,9.025449413552934,9.220020441591974,9.220020441591974,32
1,2,7,三个固定 GP 表达式的均值,3275,1,0.874,9.19165279694139,9.172401434097269,9.33710282269248,9.33710282269248,32
1,1,2,三个固定 GP 表达式的均值,3275,1,0.914,9.298440268414588,9.279006510768816,9.422885685067206,9.422885685067206,32
1,1,4,三个固定 GP 表达式的均值,3275,1,0.944,9.406023629886882,9.385994100596434,9.508130923289004,9.508130923289004,32
1,0,6,不使用 GP,3275,2,0.916,9.0879024216142,9.067812344032207,9.25498068489072,9.25498068489072,23
1,0,7,不使用 GP,3275,1,0.796,8.166505094282813,8.15004954523324,8.520575248087704,8.520575248087704,32
1,3,0,三个固定 GP 表达式的均值,3300,1,0.964,9.430932325431668,9.410714028332347,9.527967084786853,9.527967084786853,32
1,3,1,三个固定 GP 表达式的均值,3300,1,0.97,9.753698263844761,9.732080725284021,9.785202229554399,9.785202229554399,31
1,2,7,三个固定 GP 表达式的均值,3300,1,0.94,9.617407943554344,9.596600838119182,9.676723591022741,9.676723591022741,32
1,3,7,三个固定 GP 表达式的均值,3300,1,0.994,10.501809710609713,10.64153191418982,10.516326899761255,10.516326899761255,28
1,1,2,三个固定 GP 表达式的均值,3300,1,0.96,9.63076527044225,9.609997389357543,9.687531809738465,9.687531809738465,32
1,0,7,不使用 GP,3300,1,0.804,8.582109484729681,8.564346985083999,8.852468720040125,8.852468720040125,32
1,1,7,三个固定 GP 表达式的均值,3300,1,0.992,9.906646840409042,9.88448693970352,9.909374379605499,9.909374379605499,31
1,0,2,不使用 GP,3325,1,0.738,7.421270519099696,7.421271033994619,7.924542442369914,7.924542442369914,32
1,0,4,不使用 GP,3325,2,0.93,9.497188653885326,9.476333323557203,9.58023334349691,9.58023334349691,32
1,3,1,三个固定 GP 表达式的均值,3350,1,0.986,9.819763233688148,9.797961300921473,9.838024388655938,9.838024388655938,32
1,0,2,不使用 GP,3350,1,0.788,8.101375972104911,8.084929070485739,8.466406483259227,8.466406483259227,32
1,0,3,不使用 GP,3350,1,0.802,8.209629513889023,8.201194192268108,8.565214870717819,8.565214870717819,32
1,1,6,三个固定 GP 表达式的均值,3350,2,0.988,9.840437238510424,9.818700302222046,9.856635725499194,9.856635725499194,32
1,0,7,不使用 GP,3350,1,0.9,9.425446626314356,9.492563684215144,9.595782167782913,9.595782167782913,32
1,1,7,三个固定 GP 表达式的均值,3350,1,0.986,10.639531083053006,10.829398527485523,10.666962378308318,10.666962378308318,28
1,3,2,三个固定 GP 表达式的均值,3375,2,0.962,9.545729577463767,9.524686228883002,9.618960733227985,9.618960733227985,32
1,3,5,三个固定 GP 表达式的均值,3375,2,0.92,9.521361415762254,9.500453001141317,9.599494054131117,9.599494054131117,32
1,0,2,不使用 GP,3375,1,0.828,8.517894706868907,8.508586857974809,8.807271202139026,8.807271202139026,32
1,0,3,不使用 GP,3375,1,0.844,8.253602676220726,8.236656884281292,8.587938360903234,8.587938360903234,32
1,0,7,不使用 GP,3400,1,0.934,9.429737856440646,9.43033461574264,9.54547175209023,9.54547175209023,32
1,3,4,三个固定 GP 表达式的均值,3425,1,0.988,9.74191668384487,9.720541170926294,9.775920917484545,9.775920917484545,32
1,0,0,不使用 GP,3425,1,0.77,7.364462529001773,7.364462938975837,7.876564613828554,7.876564613828554,32
1,0,1,不使用 GP,3425,1,0.786,7.565459668010913,7.571453114572871,8.04636738888791,8.04636738888791,32
1,1,3,三个固定 GP 表达式的均值,3425,1,0.758,8.106738330975249,8.113394288953367,8.482427366653502,8.482427366653502,32
1,0,1,不使用 GP,3450,1,0.802,8.054143301541604,8.037903497377037,8.429358670904913,8.429358670904913,32
1,1,1,三个固定 GP 表达式的均值,3450,1,0.866,8.852540587170543,8.834434539569502,9.067201846535427,9.067201846535427,32
1,0,3,不使用 GP,3450,1,0.934,9.114326025731023,9.094788213268131,9.274616491558575,9.274616491558575,32
1,1,3,三个固定 GP 表达式的均值,3450,1,0.774,8.53849291960634,8.521073015512128,8.816836040021224,8.816836040021224,32
1,0,7,不使用 GP,3450,1,0.98,9.779520866115718,9.757922167277432,9.807927422915535,9.807927422915535,32
1,3,1,三个固定 GP 表达式的均值,3475,2,0.934,9.561706397276232,9.540626177346386,9.631711641189124,9.631711641189124,32
1,2,7,三个固定 GP 表达式的均值,3475,2,0.966,9.71330974462631,9.692045413223669,9.753116157355533,9.753116157355533,32
1,0,0,不使用 GP,3475,1,0.82,8.35586376001566,8.338594285487966,8.670782883772837,8.670782883772837,32
1,0,1,不使用 GP,3475,1,0.834,8.40609031808409,8.388829347089242,8.71007081534215,8.71007081534215,32
1,1,1,三个固定 GP 表达式的均值,3475,1,0.896,9.195560496866916,9.17651759620005,9.3410856981882,9.3410856981882,32
1,1,3,三个固定 GP 表达式的均值,3475,1,0.832,8.87757960286843,8.859162411891168,9.086667776193837,9.086667776193837,32
1,1,4,三个固定 GP 表达式的均值,3475,1,0.992,9.74321312761447,9.722017272349484,9.777172059483219,9.777172059483219,32
1,3,3,三个固定 GP 表达式的均值,3525,1,0.746,7.8113551113083775,7.8113542728990195,8.23650010216406,8.23650010216406,32
1,0,0,不使用 GP,3525,1,0.94,9.364829002962766,9.345064688243419,9.475627746175212,9.475627746175212,32
1,0,1,不使用 GP,3525,1,0.874,8.992429243166372,8.973481895370993,9.17765959346275,9.17765959346275,32
1,1,3,三个固定 GP 表达式的均值,3525,1,0.918,9.55830475244052,9.5379526193475,9.629821312207252,9.629821312207252,32
1,2,1,三个固定 GP 表达式的均值,3550,1,0.878,9.21747246353061,9.198571247650833,9.358227318427621,9.358227318427621,32
1,0,0,不使用 GP,3550,1,0.984,9.751943798228208,9.73041944852848,9.783886197691345,9.783886197691345,32
1,1,3,三个固定 GP 表达式的均值,3550,1,0.974,9.609747168591179,9.588892209809089,9.670541939534036,9.670541939534036,32
1,2,1,三个固定 GP 表达式的均值,3575,1,0.956,9.629682821026499,9.60884748493367,9.686577203309204,9.686577203309204,32
1,3,3,三个固定 GP 表达式的均值,3575,1,0.868,8.939459649550018,8.920814131000453,9.136039225343351,9.136039225343351,32
1,0,0,不使用 GP,3600,1,0.992,9.730847065308943,9.709087322843638,9.766761854203734,9.766761854203734,28
1,2,4,三个固定 GP 表达式的均值,3625,1,0.76,8.032809503397262,8.032811357193983,8.416930295917835,8.416930295917835,32
1,2,5,三个固定 GP 表达式的均值,3625,1,0.786,8.100015853497958,8.100015367632743,8.469889712273266,8.469889712273266,32
1,2,6,三个固定 GP 表达式的均值,3625,1,0.8,7.971365936252742,7.971364865827192,8.367818732626013,8.367818732626013,32
1,0,4,不使用 GP,3625,1,0.744,7.481090369056532,7.481089959629746,7.97158926244175,7.97158926244175,32
1,1,4,三个固定 GP 表达式的均值,3625,1,0.994,9.833222367477674,9.81141402450841,9.848799634955098,9.848799634955098,32
1,1,5,三个固定 GP 表达式的均值,3625,1,0.754,8.083739021001124,8.083738564588444,8.457964312383398,8.457964312383398,32
1,2,2,三个固定 GP 表达式的均值,3650,1,0.882,9.237612777279907,9.224583688215443,9.38338495956172,9.38338495956172,32
1,2,5,三个固定 GP 表达式的均值,3650,1,0.89,9.183886239471978,9.164883941913706,9.331382278359062,9.331382278359062,32
1,2,6,三个固定 GP 表达式的均值,3650,1,0.856,9.048440159845448,9.056372570657036,9.247272997334141,9.247272997334141,32
1,1,0,三个固定 GP 表达式的均值,3650,1,0.802,8.73210598751748,8.719824592757975,8.976788349068878,8.976788349068878,32
1,0,2,不使用 GP,3650,2,0.948,9.395705352815481,9.374867822135379,9.499073230688914,9.499073230688914,17
1,1,5,三个固定 GP 表达式的均值,3650,1,0.776,8.551999129839496,8.541336264095637,8.83406656911992,8.83406656911992,32
1,0,6,不使用 GP,3650,1,0.798,8.285205571252796,8.276483297183217,8.625871708031355,8.625871708031355,32
1,2,5,三个固定 GP 表达式的均值,3675,1,0.966,9.696058264929507,9.674906537574861,9.73949756623014,9.73949756623014,32
1,2,6,三个固定 GP 表达式的均值,3675,1,0.916,9.612495333891959,9.643911361269778,9.719142423596292,9.719142423596292,32
1,1,0,三个固定 GP 表达式的均值,3675,1,0.864,8.984237815386615,8.965614624096524,9.17230711239206,9.17230711239206,32
1,0,1,不使用 GP,3675,1,0.992,9.845772020556916,9.82396027100391,9.858858554935793,9.858858554935793,26
1,0,3,不使用 GP,3675,1,0.992,9.804404758527518,9.782706833864648,9.825801258090827,9.825801258090827,32
1,0,4,不使用 GP,3675,1,0.816,8.49246327663342,8.47505872177629,8.779425984664828,8.779425984664828,32
1,1,5,三个固定 GP 表达式的均值,3675,1,0.782,8.488929468535737,8.471521684718011,8.776816399473685,8.776816399473685,32
1,0,6,不使用 GP,3675,1,0.834,8.504426493354194,8.499999475663035,8.804404258444992,8.804404258444992,32
1,3,3,三个固定 GP 表达式的均值,3700,1,0.97,9.808530385182047,9.78664670378904,9.828954461316911,9.828954461316911,24
1,2,0,三个固定 GP 表达式的均值,3725,1,0.808,8.184056069526557,8.184056329455636,8.537007199950198,8.537007199950198,32
1,2,3,三个固定 GP 表达式的均值,3725,1,0.808,8.125699212881802,8.13138732278521,8.496111678489862,8.496111678489862,32
1,3,4,三个固定 GP 表达式的均值,3725,1,0.748,7.822646623547013,7.822646190535272,8.24681252346252,8.24681252346252,32
1,3,5,三个固定 GP 表达式的均值,3725,1,0.784,8.021291113647298,8.026943987897054,8.413865779482492,8.413865779482492,32
1,3,6,三个固定 GP 表达式的均值,3725,1,0.756,7.821046179236225,7.821046004792381,8.248194347985338,8.248194347985338,32
1,1,6,三个固定 GP 表达式的均值,3725,1,0.77,7.889324280802854,7.889325048326897,8.30089876189715,8.30089876189715,32
1,3,2,三个固定 GP 表达式的均值,3750,1,0.846,8.879222537810627,8.860895694337797,9.088689561270238,9.088689561270238,32
1,2,3,三个固定 GP 表达式的均值,3750,1,0.862,8.860953394807634,8.842752270464503,9.075095098296298,9.075095098296298,32
1,3,4,三个固定 GP 表达式的均值,3750,1,0.864,8.96579651707376,8.947382743912861,9.15719172489307,9.15719172489307,32
1,3,6,三个固定 GP 表达式的均值,3750,1,0.798,8.789708981522404,8.785958936823997,9.031361315432498,9.031361315432498,32
1,0,4,不使用 GP,3750,1,0.97,9.763942898397971,9.742515470292686,9.793604537084446,9.793604537084446,32
1,0,5,不使用 GP,3750,1,0.764,8.073892155781364,8.06377143130087,8.451580682727355,8.451580682727355,32
1,0,6,不使用 GP,3750,1,0.972,9.563833591742119,9.542990922362021,9.633817760866865,9.633817760866865,32
1,1,6,三个固定 GP 表达式的均值,3750,1,0.88,8.983709801526718,8.965053172405282,9.172031342690829,9.172031342690829,32
1,2,0,三个固定 GP 表达式的均值,3775,1,0.94,9.489985589368137,9.469662370597641,9.575119517771977,9.575119517771977,32
1,3,2,三个固定 GP 表达式的均值,3775,1,0.862,9.01658107117649,8.997695459885282,9.197939923778144,9.197939923778144,32
1,2,3,三个固定 GP 表达式的均值,3775,1,0.872,9.02512632197082,9.006323138813725,9.205060177166475,9.205060177166475,32
1,3,3,三个固定 GP 表达式的均值,3775,2,0.952,9.650083873566683,9.628890839578824,9.702514671876846,9.702514671876846,32
1,3,4,三个固定 GP 表达式的均值,3775,1,0.892,9.359346102350107,9.33956154521805,9.470906171224303,9.470906171224303,32
1,3,5,三个固定 GP 表达式的均值,3775,1,0.896,9.084089364357334,9.065057481963624,9.251379479023935,9.251379479023935,32
1,3,6,三个固定 GP 表达式的均值,3775,1,0.814,8.882998661710609,8.886885291184095,9.111174687269907,9.111174687269907,32
1,0,5,不使用 GP,3775,1,0.81,8.317091369042885,8.300237593074472,8.639531446091697,8.639531446091697,32
1,1,0,三个固定 GP 表达式的均值,3800,1,0.992,9.87375555931634,9.851842121732076,9.88121344248437,9.88121344248437,24
1,3,0,三个固定 GP 表达式的均值,3825,1,0.754,7.957918031436279,7.957919151827495,8.356361168750228,8.356361168750228,32
1,3,1,三个固定 GP 表达式的均值,3825,1,0.73,7.82904280212732,7.829044274989591,8.251252550525018,8.251252550525018,32
1,3,2,三个固定 GP 表达式的均值,3825,1,0.958,9.596510555706955,9.575932619034152,9.660229759649873,9.660229759649873,32
1,2,3,三个固定 GP 表达式的均值,3825,1,0.978,9.730988820617949,9.709613104026477,9.767218038466924,9.767218038466924,29
1,3,6,三个固定 GP 表达式的均值,3825,1,0.956,9.65014740357024,9.629212158295173,9.702872375598236,9.702872375598236,32
1,3,7,三个固定 GP 表达式的均值,3825,1,0.772,7.907957387022561,7.90795765700111,8.31608114730211,8.31608114730211,32
1,1,2,三个固定 GP 表达式的均值,3825,1,0.734,8.012578845721775,8.012579351302309,8.400162298586789,8.400162298586789,32
1,0,5,不使用 GP,3825,1,0.826,8.839879980803364,8.841525366949158,9.076750102732431,9.076750102732431,32
1,1,7,三个固定 GP 表达式的均值,3825,1,0.774,8.010755501165244,8.010755911201468,8.399327088485467,8.399327088485467,32
1,3,0,三个固定 GP 表达式的均值,3850,1,0.896,9.084771806879894,9.074050701851558,9.260696822519405,9.260696822519405,32
1,3,1,三个固定 GP 表达式的均值,3850,1,0.812,8.695815141829089,8.67801652887417,8.941776372241787,8.941776372241787,32
1,2,7,三个固定 GP 表达式的均值,3850,1,0.838,9.023024608375044,9.036216615557269,9.2314294493093,9.2314294493093,32
1,3,7,三个固定 GP 表达式的均值,3850,1,0.824,8.73938424903705,8.721689901338435,8.97821563965165,8.97821563965165,32
1,1,2,三个固定 GP 表达式的均值,3850,1,0.856,9.03180167618415,9.013379307705188,9.210048772730211,9.210048772730211,32
1,0,5,不使用 GP,3850,1,0.88,9.251657865330191,9.231988604346162,9.384971063726624,9.384971063726624,32
1,1,7,三个固定 GP 表达式的均值,3850,1,0.814,8.863801931963334,8.84570159123493,9.076549157738368,9.076549157738368,32
1,3,0,三个固定 GP 表达式的均值,3875,1,0.904,9.290382881571261,9.270773231018188,9.415866037262415,9.415866037262415,32
1,3,1,三个固定 GP 表达式的均值,3875,1,0.86,8.881675868003375,8.863220932213364,9.08989442744959,9.08989442744959,32
1,2,7,三个固定 GP 表达式的均值,3875,1,0.97,9.565131792857162,9.54454169376436,9.638095036571142,9.638095036571142,32
1,3,7,三个固定 GP 表达式的均值,3875,1,0.844,8.845419718117814,8.82709647333382,9.062534369450491,9.062534369450491,32
1,1,3,三个固定 GP 表达式的均值,3875,2,0.982,9.729111818728294,9.707725623095099,9.765666101091709,9.765666101091709,32
1,1,7,三个固定 GP 表达式的均值,3875,1,0.848,9.08880372922193,9.06965293105194,9.257185269038912,9.257185269038912,32
1,3,0,三个固定 GP 表达式的均值,3900,1,0.994,9.862390636113197,9.840798095382258,9.872380035355052,9.872380035355052,32
1,3,1,三个固定 GP 表达式的均值,3900,1,0.892,9.461913609551013,9.441771869470474,9.55275840345663,9.55275840345663,32
1,3,7,三个固定 GP 表达式的均值,3900,1,0.826,9.070810136586982,9.051821765199461,9.243095947482384,9.243095947482384,32
