state_owner,snapshot_iteration,continuation_iterations,instance,pre_symmetric_difference,post_symmetric_difference,defined_survival_ratio,undefined_ants
各 GP 表达式自身产生的状态,250,100,1,6.25,8.791666666666666,1.526021611624757,24.22222222222222
各 GP 表达式自身产生的状态,250,100,2,4.3125,5.722222222222222,1.5052886207914746,24.22222222222222
各 GP 表达式自身产生的状态,250,100,3,10.034722222222221,13.354166666666666,1.9124305761819278,18.11111111111111
各 GP 表达式自身产生的状态,250,100,4,9.784722222222221,11.430555555555555,1.3464176715709433,18.666666666666668
各 GP 表达式自身产生的状态,250,100,5,5.576388888888889,8.465277777777779,3.1722693490842304,22.444444444444443
各 GP 表达式自身产生的状态,250,100,6,6.215277777777778,10.847222222222221,2.8332712897264347,22.11111111111111
各 GP 表达式自身产生的状态,250,100,7,11.083333333333334,16.020833333333332,2.017783697538683,16.333333333333332
各 GP 表达式自身产生的状态,250,500,0,150.54166666666666,151.73611111111111,1.0183791941965785,7.111111111111111
各 GP 表达式自身产生的状态,250,500,1,122.34722222222223,122.02083333333333,1.0748781686146613,10.555555555555555
各 GP 表达式自身产生的状态,250,500,2,149.98611111111111,150.79166666666666,1.0070285736649356,0.0
各 GP 表达式自身产生的状态,250,500,3,184.72916666666666,189.66666666666666,1.039277191958305,3.5555555555555554
各 GP 表达式自身产生的状态,250,500,4,188.22222222222223,186.1875,0.9925939423754431,0.0
各 GP 表达式自身产生的状态,250,500,5,157.77083333333334,159.71527777777777,1.022160669039288,3.5555555555555554
各 GP 表达式自身产生的状态,250,500,6,112.29861111111111,119.83333333333333,1.0863617881565852,3.5555555555555554
各 GP 表达式自身产生的状态,250,500,7,97.48611111111111,100.28472222222223,1.030088216528129,17.77777777777778
各 GP 表达式自身产生的状态,500,1,0,162.10416666666666,83.25,0.9189368956254075,22.333333333333332
各 GP 表达式自身产生的状态,500,1,1,165.77777777777777,84.46527777777777,0.8515920210516219,22.555555555555557
各 GP 表达式自身产生的状态,500,1,2,82.36111111111111,44.47222222222222,1.1782239124163087,24.444444444444443
各 GP 表达式自身产生的状态,500,1,3,3.0694444444444446,5.944444444444445,1.8716753810913371,24.444444444444443
各 GP 表达式自身产生的状态,500,1,4,4.354166666666667,6.541666666666667,1.2532726075780485,24.77777777777778
各 GP 表达式自身产生的状态,500,1,5,161.63194444444446,83.66666666666667,0.8775003563473005,23.333333333333332
各 GP 表达式自身产生的状态,500,1,6,83.35416666666667,44.88194444444444,1.179819470137972,23.333333333333332
各 GP 表达式自身产生的状态,500,1,7,2.8333333333333335,5.854166666666667,1.9189793272030116,25.444444444444443
各 GP 表达式自身产生的状态,500,25,0,70.59027777777777,64.95833333333333,2.4492095152385653,22.444444444444443
各 GP 表达式自身产生的状态,500,25,1,73.72916666666667,68.39583333333333,2.9947782857109653,21.77777777777778
各 GP 表达式自身产生的状态,500,25,2,106.70833333333333,101.03472222222223,1.323827823916548,17.555555555555557
各 GP 表达式自身产生的状态,500,25,3,40.0625,38.604166666666664,1.8726831543093738,21.11111111111111
各 GP 表达式自身产生的状态,500,25,4,76.34722222222223,72.15972222222223,1.278779777843672,17.333333333333332
各 GP 表达式自身产生的状态,500,25,5,145.16666666666666,136.11111111111111,0.7750198230330024,15.222222222222221
各 GP 表达式自身产生的状态,500,25,6,111.125,102.97916666666667,1.6237013928676063,15.222222222222221
各 GP 表达式自身产生的状态,500,25,7,3.013888888888889,4.402777777777778,1.2632620048080574,25.444444444444443
各 GP 表达式自身产生的状态,500,100,0,48.50694444444444,48.86805555555556,1.2116041061443612,22.77777777777778
各 GP 表达式自身产生的状态,500,100,1,52.604166666666664,51.798611111111114,1.0873606043738706,22.11111111111111
各 GP 表达式自身产生的状态,500,100,2,69.59027777777777,72.45833333333333,1.0650963559590017,15.444444444444445
各 GP 表达式自身产生的状态,500,100,3,28.86111111111111,31.17361111111111,2.0132215285874775,22.22222222222222
各 GP 表达式自身产生的状态,500,100,4,43.43055555555556,44.763888888888886,2.3742448094181583,16.22222222222222
各 GP 表达式自身产生的状态,500,100,5,99.60416666666667,100.79166666666667,0.9616145932070218,15.333333333333334
各 GP 表达式自身产生的状态,500,100,6,70.28472222222223,74.22916666666667,1.394965076314988,15.222222222222221
各 GP 表达式自身产生的状态,500,100,7,3.173611111111111,5.875,2.1438554214005565,25.22222222222222
各 GP 表达式自身产生的状态,500,500,0,144.23611111111111,145.93055555555554,1.0185778797184777,0.0
各 GP 表达式自身产生的状态,500,500,1,74.23611111111111,80.84722222222223,1.2777149665480199,8.555555555555555
各 GP 表达式自身产生的状态,500,500,2,66.88888888888889,71.21527777777777,1.294588076159002,10.11111111111111
各 GP 表达式自身产生的状态,500,500,3,102.30555555555556,108.73611111111111,1.180209353247883,3.5555555555555554
各 GP 表达式自身产生的状态,500,500,4,51.31944444444444,55.00694444444444,1.1796666650178145,11.88888888888889
各 GP 表达式自身产生的状态,500,500,5,89.79861111111111,91.52777777777777,1.0376041730299772,3.5555555555555554
各 GP 表达式自身产生的状态,500,500,6,51.0,59.236111111111114,2.417357273031916,7.0
各 GP 表达式自身产生的状态,500,500,7,131.19444444444446,139.76388888888889,1.4668970436052482,7.0
各 GP 表达式自身产生的状态,1000,1,0,2.8541666666666665,4.083333333333333,1.405932595669438,25.666666666666668
各 GP 表达式自身产生的状态,1000,1,1,3.0972222222222223,4.680555555555555,1.5961764708180912,25.444444444444443
各 GP 表达式自身产生的状态,1000,1,2,7.138888888888889,13.784722222222221,1.8359105662761064,24.333333333333332
各 GP 表达式自身产生的状态,1000,1,3,3.3402777777777777,7.118055555555555,2.0375662963191568,24.77777777777778
各 GP 表达式自身产生的状态,1000,1,4,2.5069444444444446,3.6875,1.3262658825077125,26.333333333333332
各 GP 表达式自身产生的状态,1000,1,5,161.97222222222223,84.07638888888889,0.9321489295607891,23.22222222222222
各 GP 表达式自身产生的状态,1000,1,6,83.09027777777777,45.291666666666664,1.0318386308051546,23.11111111111111
各 GP 表达式自身产生的状态,1000,1,7,7.541666666666667,16.194444444444443,2.036008528546617,24.444444444444443
各 GP 表达式自身产生的状态,1000,25,0,48.076388888888886,48.99305555555556,1.707045778430676,18.11111111111111
各 GP 表达式自身产生的状态,1000,25,1,11.895833333333334,17.069444444444443,1.084375221774639,19.77777777777778
各 GP 表达式自身产生的状态,1000,25,2,43.486111111111114,43.666666666666664,1.3847372291532072,19.0
各 GP 表达式自身产生的状态,1000,25,3,7.125,13.118055555555555,1.8709309105149596,21.333333333333332
各 GP 表达式自身产生的状态,1000,25,4,40.00694444444444,39.208333333333336,1.6521730295497488,19.88888888888889
各 GP 表达式自身产生的状态,1000,25,5,69.73611111111111,67.75,0.9992447829935293,22.77777777777778
各 GP 表达式自身产生的状态,1000,25,6,38.666666666666664,38.09027777777778,1.5322861720683296,23.0
各 GP 表达式自身产生的状态,1000,25,7,63.22222222222222,72.20138888888889,1.59131480772738,10.0
各 GP 表达式自身产生的状态,1000,100,0,35.38194444444444,38.53472222222222,1.543683818781545,18.333333333333332
各 GP 表达式自身产生的状态,1000,100,1,12.472222222222221,17.118055555555557,1.5196049975557746,20.22222222222222
各 GP 表达式自身产生的状态,1000,100,2,25.479166666666668,28.42361111111111,1.5361881084070497,19.555555555555557
各 GP 表达式自身产生的状态,1000,100,3,10.041666666666666,13.659722222222221,1.5438902677459234,21.11111111111111
各 GP 表达式自身产生的状态,1000,100,4,25.86111111111111,27.59722222222222,1.7389878157887821,21.333333333333332
各 GP 表达式自身产生的状态,1000,100,5,54.611111111111114,56.88194444444444,1.332269423163079,19.333333333333332
各 GP 表达式自身产生的状态,1000,100,6,22.5,25.27777777777778,1.3276879280203775,22.11111111111111
各 GP 表达式自身产生的状态,1000,100,7,56.25,67.3125,1.2261702361949232,8.666666666666666
各 GP 表达式自身产生的状态,1000,500,0,98.19444444444444,99.43055555555556,1.0464821577626267,10.555555555555555
各 GP 表达式自身产生的状态,1000,500,1,110.54166666666667,110.97222222222223,1.0337935774040126,11.444444444444445
各 GP 表达式自身产生的状态,1000,500,2,100.89583333333333,106.54166666666667,1.4527474516945733,8.555555555555555
各 GP 表达式自身产生的状态,1000,500,3,158.11805555555554,157.29861111111111,1.0005878117908724,3.5555555555555554
各 GP 表达式自身产生的状态,1000,500,4,93.26388888888889,97.77083333333333,1.2353606546772626,4.222222222222222
各 GP 表达式自身产生的状态,1000,500,5,55.19444444444444,57.354166666666664,1.0528440538836663,10.666666666666666
各 GP 表达式自身产生的状态,1000,500,6,110.80555555555556,121.27777777777777,1.14076455564163,3.5555555555555554
各 GP 表达式自身产生的状态,1000,500,7,111.0,113.42361111111111,1.370494045008164,14.0
各 GP 表达式自身产生的状态,2500,1,0,83.95138888888889,45.25694444444444,1.3671486184690007,24.22222222222222
各 GP 表达式自身产生的状态,2500,1,1,3.6944444444444446,5.826388888888889,1.5251562306006752,23.77777777777778
各 GP 表达式自身产生的状态,2500,1,2,3.4583333333333335,6.090277777777778,1.796960872760646,25.444444444444443
各 GP 表达式自身产生的状态,2500,1,3,244.78472222222223,125.27777777777777,0.5121601279214892,21.333333333333332
各 GP 表达式自身产生的状态,2500,1,4,5.145833333333333,8.979166666666666,1.7823791340261055,24.0
各 GP 表达式自身产生的状态,2500,1,5,2.8819444444444446,4.604166666666667,1.4725117028845098,26.0
各 GP 表达式自身产生的状态,2500,1,6,4.520833333333333,9.125,2.2442776766960915,23.666666666666668
各 GP 表达式自身产生的状态,2500,1,7,82.45138888888889,44.65972222222222,1.427269153783502,24.22222222222222
各 GP 表达式自身产生的状态,2500,25,0,113.11805555555556,107.50694444444444,1.3218166993622096,10.0
各 GP 表达式自身产生的状态,2500,25,1,78.75694444444444,73.1875,1.4715344729852218,17.88888888888889
各 GP 表达式自身产生的状态,2500,25,2,58.770833333333336,66.66666666666667,1.4243190352820951,9.88888888888889
各 GP 表达式自身产生的状态,2500,25,3,151.84722222222223,147.8125,1.1903442337382164,10.444444444444445
各 GP 表达式自身产生的状态,2500,25,4,88.27083333333333,86.29166666666667,1.1482986708407386,8.444444444444445
各 GP 表达式自身产生的状态,2500,25,5,48.21527777777778,64.45833333333333,1.4513422128862496,8.666666666666666
各 GP 表达式自身产生的状态,2500,25,6,24.15972222222222,32.208333333333336,1.4123942475126257,15.88888888888889
各 GP 表达式自身产生的状态,2500,25,7,66.92361111111111,73.125,1.7473118571328898,13.777777777777779
各 GP 表达式自身产生的状态,2500,100,0,89.03472222222223,93.04861111111111,1.2726926647629715,7.888888888888889
各 GP 表达式自身产生的状态,2500,100,1,69.52083333333333,70.83333333333333,1.1951574727429766,13.0
各 GP 表达式自身产生的状态,2500,100,2,65.22916666666667,71.79166666666667,1.3207296386058847,9.0
各 GP 表达式自身产生的状态,2500,100,3,114.90972222222223,116.60416666666667,1.1361648498289172,10.666666666666666
各 GP 表达式自身产生的状态,2500,100,4,62.40277777777778,63.104166666666664,1.0523111216550822,15.222222222222221
各 GP 表达式自身产生的状态,2500,100,5,25.444444444444443,31.03472222222222,1.6109947224757024,11.0
各 GP 表达式自身产生的状态,2500,100,6,29.166666666666668,36.298611111111114,1.7019619400467634,13.555555555555555
各 GP 表达式自身产生的状态,2500,100,7,63.78472222222222,77.79166666666667,1.3425916662083968,10.555555555555555
各 GP 表达式自身产生的状态,2500,500,0,97.02777777777777,96.55555555555556,2.0661189657366883,15.777777777777779
各 GP 表达式自身产生的状态,2500,500,1,146.02777777777777,147.31944444444446,1.0505616257393202,3.3333333333333335
各 GP 表达式自身产生的状态,2500,500,2,45.479166666666664,51.21527777777778,1.388342754045754,12.777777777777779
各 GP 表达式自身产生的状态,2500,500,3,64.10416666666667,66.3125,1.2174895778647272,14.11111111111111
各 GP 表达式自身产生的状态,2500,500,4,46.75,48.173611111111114,1.205980594288105,20.77777777777778
各 GP 表达式自身产生的状态,2500,500,5,84.46527777777777,86.15972222222223,1.03268080434536,14.222222222222221
各 GP 表达式自身产生的状态,2500,500,6,38.36805555555556,43.013888888888886,1.3457852302532929,8.0
各 GP 表达式自身产生的状态,2500,500,7,80.50694444444444,87.5,1.2736472922735873,12.0
